,_channel,_city,_country,_created_at,_golden,_id,_missed,_region,_started_at,_tainted,_trust,_unit_id,_updated_at,_worker_id,answer_match,answer_start_offset,answer_text,article_title,audio_feedback,audio_feedback_gold,audio_feedback_gold_reason,audio_url,distance_to_root,elocution,elocution_gold,elocution_gold_reason,feedback,feedback_gold,feedback_gold_reason,file_name,interruption,interruption_gold,interruption_gold_reason,length,length_gold,length_gold_reason,mp3,mp3_url,needs_met,needs_met_gold,needs_met_gold_reason,num_dependencies,ogg,orig__created_at,orig__golden,orig__unit_id,question,question_id,sentence_text,short_answer,short_answer_gold,short_answer_gold_reason,tts_engine
1223,elite,Astoria,USA,3/11/2018 15:36:32,false,3462234838,,NY,3/11/2018 15:35:16,false,1.0,1623091288,,42260888,0.0,444.0,0.5 second,Light-emitting_diode,,,,,7.0,Good,,,,,,,No,,,Too long,,,5731449ea5e9cc1400cdbdf1_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5731449ea5e9cc1400cdbdf1_base.mp3,"No, it doesn't",,,40.0,5731449ea5e9cc1400cdbdf1_base.ogg,,,,LED brake lights are how many times faster than incandescent ones?,5731449ea5e9cc1400cdbdf1,"The use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0.5 second faster[citation needed] than an incandescent bulb.",,,,Google
1225,prodege,Saint Peters,CAN,3/11/2018 15:43:52,false,3462252365,,NS,3/11/2018 15:36:57,false,1.0,1623091288,,44029695,0.5,444.0,0.5 second,Light-emitting_diode,led brake lights are 0.5 seconds faster than incandescent ones,,,,7.0,Good,,,,,,,No,,,OK,,,5731449ea5e9cc1400cdbdf1_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5731449ea5e9cc1400cdbdf1_base.mp3,"Yes, fully",,,40.0,5731449ea5e9cc1400cdbdf1_base.ogg,,,,LED brake lights are how many times faster than incandescent ones?,5731449ea5e9cc1400cdbdf1,"The use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0.5 second faster[citation needed] than an incandescent bulb.",0.5 seconds,,,Google
1227,elite,Manassas,USA,3/11/2018 17:12:06,false,3462462066,,VA,3/11/2018 17:10:45,false,1.0,1623091289,,44212727,0.0,444.0,0.5 second,Light-emitting_diode,,,,,7.0,Good,,,,,,,No,,,Too long,,,5731449ea5e9cc1400cdbdf1_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5731449ea5e9cc1400cdbdf1_slow.mp3,"No, it doesn't",,,40.0,5731449ea5e9cc1400cdbdf1_slow.ogg,,,,LED brake lights are how many times faster than incandescent ones?,5731449ea5e9cc1400cdbdf1,"The use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0.5 second faster[citation needed] than an incandescent bulb.",,,,Google
1229,elite,Manassas,USA,3/11/2018 17:27:54,false,3462502877,,VA,3/11/2018 17:26:49,false,0.9,1623091289,,44212707,0.0,444.0,0.5 second,Light-emitting_diode,,,,,7.0,Good,,,,,,,No,,,Too long,,,5731449ea5e9cc1400cdbdf1_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5731449ea5e9cc1400cdbdf1_slow.mp3,"No, it doesn't",,,40.0,5731449ea5e9cc1400cdbdf1_slow.ogg,,,,LED brake lights are how many times faster than incandescent ones?,5731449ea5e9cc1400cdbdf1,"The use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0.5 second faster[citation needed] than an incandescent bulb.",,,,Google
1231,elite,,USA,3/11/2018 17:46:30,false,3462547261,,,3/11/2018 17:41:27,false,0.7,1623091289,,44195817,0.0,444.0,0.5 second,Light-emitting_diode,,,,,7.0,Good,,,,,,,No,,,Too long,,,5731449ea5e9cc1400cdbdf1_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5731449ea5e9cc1400cdbdf1_slow.mp3,"No, it doesn't",,,40.0,5731449ea5e9cc1400cdbdf1_slow.ogg,,,,LED brake lights are how many times faster than incandescent ones?,5731449ea5e9cc1400cdbdf1,"The use in brakes improves safety, due to a great reduction in the time needed to light fully, or faster rise time, up to 0.5 second faster[citation needed] than an incandescent bulb.",,,,Google
1233,elite,Manassas,USA,3/11/2018 17:10:41,false,3462458708,,VA,3/11/2018 17:03:56,false,1.0,1623091290,,44212727,0.0,568.0,enterocoelic pouching,Animal,,,,,7.0,Good,,,,,,,No,,,Too long,,,5709cfcc4103511400d59453_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_base.mp3,"No, it doesn't",,,40.0,5709cfcc4103511400d59453_base.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",,,,Google
1235,elite,Manassas,USA,3/11/2018 17:26:46,false,3462500308,,VA,3/11/2018 17:25:40,false,0.9,1623091290,,44212707,0.0,568.0,enterocoelic pouching,Animal,,,,,7.0,Good,,,,,,,No,,,Too long,,,5709cfcc4103511400d59453_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_base.mp3,"No, it doesn't",,,40.0,5709cfcc4103511400d59453_base.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",,,,Google
1237,elite,Miami,USA,3/11/2018 17:51:16,false,3462559162,,FL,3/11/2018 17:41:26,false,0.9,1623091290,,44315879,0.10526315789473684,568.0,enterocoelic pouching,Animal,,,,,7.0,Good,,,,,,,No,,,OK,,,5709cfcc4103511400d59453_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_base.mp3,"Yes, fully",,,40.0,5709cfcc4103511400d59453_base.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",protostomes,,,Google
1239,elite,Providence,USA,3/11/2018 15:20:32,false,3462199107,,UT,3/11/2018 15:19:57,false,0.9,1623091291,,42260484,0.0,568.0,enterocoelic pouching,Animal,,,,,7.0,Good,,,,,,,No,,,Too long,,,5709cfcc4103511400d59453_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_slow.mp3,"No, it doesn't",,,40.0,5709cfcc4103511400d59453_slow.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",,,,Google
1241,elite,Austin,USA,3/11/2018 15:26:18,false,3462211522,,TX,3/11/2018 15:21:46,false,0.9,1623091291,,44349493,0.10526315789473684,568.0,enterocoelic pouching,Animal,,,,,7.0,Good,,,,,,,No,,,OK,,,5709cfcc4103511400d59453_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_slow.mp3,"Yes, fully",,,40.0,5709cfcc4103511400d59453_slow.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",protostomes,,,Google
1243,prodege,Saint Peters,CAN,3/11/2018 15:31:31,false,3462222589,,NS,3/11/2018 15:23:16,false,1.0,1623091291,,44029695,1.0,568.0,enterocoelic pouching,Animal,enterocoelic pouching is the process in which the mesoderm is formed through invagination of the endoderm,,,,7.0,Good,,,,,,,No,,,Too long,,,5709cfcc4103511400d59453_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/5709cfcc4103511400d59453_slow.mp3,"Yes, fully",,,40.0,5709cfcc4103511400d59453_slow.ogg,,,,What is the process in which the mesoderm is formed through invagination of the endoderm called?,5709cfcc4103511400d59453,"In most protostomes, cells simply fill in the interior of the gastrula to form the mesoderm, called schizocoelous development, but in deuterostomes, it forms through invagination of the endoderm, called enterocoelic pouching.",enterocoelic pouching,,,Google
1245,elite,New York,USA,3/11/2018 13:57:34,false,3461996948,,NY,3/11/2018 13:54:20,false,1.0,1623091292,,44245314,1.0,211.0,Cottage Life Television,CBC_Television,,,,,7.0,Good,,,,,,,No,,,OK,,,572a36e06aef051400155383_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_base.mp3,"Yes, fully",,,40.0,572a36e06aef051400155383_base.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",Cottage life television,,,Google
1247,instagc,Battle Creek,USA,3/11/2018 14:07:39,false,3462020201,,MI,3/11/2018 14:01:56,false,1.0,1623091292,,21088425,1.0,211.0,Cottage Life Television,CBC_Television,nothing,,,,7.0,Good,,,,,,,No,,,OK,,,572a36e06aef051400155383_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_base.mp3,"Yes, fully",,,40.0,572a36e06aef051400155383_base.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",cottage life television,,,Google
1249,instagc,Fulton,USA,3/11/2018 14:49:27,false,3462128988,,NY,3/11/2018 14:46:16,false,0.9,1623091292,,28813722,1.0,211.0,Cottage Life Television,CBC_Television,,,,,7.0,Moderate,,,,,,,No,,,OK,,,572a36e06aef051400155383_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_base.mp3,Highly,,,40.0,572a36e06aef051400155383_base.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",cottage life television,,,Google
1251,elite,Salt Lake City,USA,3/11/2018 16:06:34,false,3462302923,,UT,3/11/2018 16:05:23,false,0.9,1623091293,,44212790,0.0,211.0,Cottage Life Television,CBC_Television,,,,,7.0,Good,,,,,,,No,,,Too long,,,572a36e06aef051400155383_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_slow.mp3,"No, it doesn't",,,40.0,572a36e06aef051400155383_slow.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",,,,Google
1253,elite,Salt Lake City,USA,3/11/2018 16:20:53,false,3462334551,,UT,3/11/2018 16:17:39,false,0.9,1623091293,,44212753,0.0,211.0,Cottage Life Television,CBC_Television,,,,,7.0,Good,,,,,,,No,,,Too long,,,572a36e06aef051400155383_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_slow.mp3,"No, it doesn't",,,40.0,572a36e06aef051400155383_slow.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",,,,Google
1255,elite,Miami,USA,3/11/2018 16:29:14,false,3462352702,,FL,3/11/2018 16:20:19,false,1.0,1623091293,,43887653,1.0,211.0,Cottage Life Television,CBC_Television,,,,,7.0,Good,,,,,,,No,,,OK,,,572a36e06aef051400155383_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572a36e06aef051400155383_slow.mp3,"Yes, fully",,,40.0,572a36e06aef051400155383_slow.ogg,,,,What is CBC Country Canada now called?,572a36e06aef051400155383,"Due to disappointing results and fan outrage over many draws being carried on CBC Country Canada (now called Cottage Life Television, the association tried to cancel its multiyear deal with the CBC signed in 2004.",cottage Life television,,,Google
1257,elite,Manassas,USA,3/11/2018 19:11:03,false,3462760402,,VA,3/11/2018 19:09:41,false,0.9,1623091294,,44233943,0.0,376.0,inferences made from his poetry and allegorizing,Virgil,,,,,7.0,Good,,,,,,,No,,,Too long,,,56f7fd15a6d7ea1400e17361_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_base.mp3,"No, it doesn't",,,41.0,56f7fd15a6d7ea1400e17361_base.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",,,,Google
1259,neodev,Emmaus,USA,3/11/2018 19:26:05,false,3462803520,,PA,3/11/2018 19:20:07,false,1.0,1623091294,,20043657,1.0,376.0,inferences made from his poetry and allegorizing,Virgil,nothing,,,,7.0,Good,,,,,,,No,,,OK,,,56f7fd15a6d7ea1400e17361_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_base.mp3,"Yes, fully",,,41.0,56f7fd15a6d7ea1400e17361_base.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",inferences made from his poetry and allegorizing,,,Google
1261,elite,Manassas,USA,3/11/2018 19:26:30,false,3462804398,,VA,3/11/2018 19:22:30,false,1.0,1623091294,,44222776,0.0,376.0,inferences made from his poetry and allegorizing,Virgil,,,,,7.0,Good,,,,,,,No,,,Too long,,,56f7fd15a6d7ea1400e17361_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_base.mp3,"No, it doesn't",,,41.0,56f7fd15a6d7ea1400e17361_base.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",,,,Google
1263,instagc,New Westminster,CAN,3/12/2018 00:22:49,false,3463671142,,BC,3/12/2018 00:17:52,false,1.0,1623091295,,31574574,0.35,376.0,inferences made from his poetry and allegorizing,Virgil,have a shorter answer,,,,7.0,Good,,,,,,,Yes,,,OK,,,56f7fd15a6d7ea1400e17361_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_slow.mp3,"Yes, fully",,,41.0,56f7fd15a6d7ea1400e17361_slow.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",inferences,,,Google
1265,bitcoinget,New York,USA,3/12/2018 00:25:06,false,3463676572,,NY,3/12/2018 00:15:03,false,0.9,1623091295,,44309308,1.0,376.0,inferences made from his poetry and allegorizing,Virgil,,,,,7.0,Good,,,,,,,No,,,OK,,,56f7fd15a6d7ea1400e17361_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_slow.mp3,"Yes, fully",,,41.0,56f7fd15a6d7ea1400e17361_slow.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",Inferences made from his poetry and allegorising,,,Google
1267,instagc,Louisville,USA,3/12/2018 00:37:06,false,3463703042,,KY,3/12/2018 00:32:30,false,1.0,1623091295,,43755034,0.35,376.0,inferences made from his poetry and allegorizing,Virgil,,,,,7.0,Moderate,,,,,,,Yes,,,OK,,,56f7fd15a6d7ea1400e17361_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/56f7fd15a6d7ea1400e17361_slow.mp3,Highly,,,41.0,56f7fd15a6d7ea1400e17361_slow.ogg,,,,What do the comentaries rely on for some of their information about Virgil?,56f7fd15a6d7ea1400e17361,"Although the commentaries no doubt record much factual information about Virgil, some of their evidence can be shown to rely on inferences made from his poetry and allegorizing; thus, Virgil's biographical tradition remains problematic.",inferences,,,Google
1269,elite,Astoria,USA,3/11/2018 15:38:15,false,3462238628,,NY,3/11/2018 15:36:34,false,1.0,1623091296,,42260888,0.0,183.0,B lymphocytes,Immunology,,,,,7.0,Good,,,,,,,No,,,Too long,,,57062eba75f01819005e7a3e_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_base.mp3,"No, it doesn't",,,41.0,57062eba75f01819005e7a3e_base.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",,,,Google
1271,prodege,Saint Peters,CAN,3/11/2018 15:52:58,false,3462273026,,NS,3/11/2018 15:46:23,false,1.0,1623091296,,44029695,1.0,183.0,B lymphocytes,Immunology,b lymphocytes produce antibodies,,,,7.0,Good,,,,,,,No,,,Too long,,,57062eba75f01819005e7a3e_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_base.mp3,"Yes, fully",,,41.0,57062eba75f01819005e7a3e_base.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",b lymphocytes,,,Google
1273,elite,Miami,USA,3/11/2018 16:11:48,false,3462314150,,FL,3/11/2018 15:57:30,false,1.0,1623091296,,43887653,1.0,183.0,B lymphocytes,Immunology,,,,,7.0,Good,,,,,,,No,,,OK,,,57062eba75f01819005e7a3e_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_base.mp3,"Yes, fully",,,41.0,57062eba75f01819005e7a3e_base.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",B lymphocytes,,,Google
1275,elite,Manassas,USA,3/11/2018 17:13:27,false,3462465678,,VA,3/11/2018 17:12:10,false,1.0,1623091297,,44212727,0.0,183.0,B lymphocytes,Immunology,,,,,7.0,Good,,,,,,,No,,,Too long,,,57062eba75f01819005e7a3e_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_slow.mp3,"No, it doesn't",,,41.0,57062eba75f01819005e7a3e_slow.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",,,,Google
1277,elite,Manassas,USA,3/11/2018 17:29:54,false,3462507878,,VA,3/11/2018 17:27:57,false,0.9,1623091297,,44212707,0.0,183.0,B lymphocytes,Immunology,,,,,7.0,Good,,,,,,,No,,,Too long,,,57062eba75f01819005e7a3e_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_slow.mp3,"No, it doesn't",,,41.0,57062eba75f01819005e7a3e_slow.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",,,,Google
1279,elite,,USA,3/11/2018 17:47:42,false,3462549827,,,3/11/2018 17:46:44,false,0.7,1623091297,,44195817,0.0,183.0,B lymphocytes,Immunology,,,,,7.0,Good,,,,,,,No,,,Too long,,,57062eba75f01819005e7a3e_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/57062eba75f01819005e7a3e_slow.mp3,"No, it doesn't",,,41.0,57062eba75f01819005e7a3e_slow.ogg,,,,What cells produce antibodies?,57062eba75f01819005e7a3e,"Antibodies are specific proteins released from a certain class of immune cells known as B lymphocytes, while antigens are defined as anything that elicits the generation of antibodies (""anti""body ""gen""erators).",,,,Google
1281,elite,New York,USA,3/11/2018 13:14:27,false,3461899289,,NY,3/11/2018 13:09:47,false,0.9,1623091298,,44220683,0.16666666666666666,771.0,geothermal,Railway_electrification_system,,,,,7.0,Good,,,,,,,No,,,OK,,,572e88f303f9891900756749_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_base.mp3,"Yes, fully",,,41.0,572e88f303f9891900756749_base.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.",Nuclear power,,,Google
1283,clixsense,Bournemouth,GBR,3/11/2018 13:27:05,false,3461926720,,B2,3/11/2018 13:14:52,false,1.0,1623091298,,37318531,0.13333333333333333,771.0,geothermal,Railway_electrification_system,,,,,7.0,Good,,,,,,,No,,,Too long,,,572e88f303f9891900756749_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_base.mp3,"Yes, fully",,,41.0,572e88f303f9891900756749_base.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.",windshield solar,,,Google
1285,instagc,Battle Creek,USA,3/11/2018 13:45:14,false,3461969366,,MI,3/11/2018 13:35:04,false,1.0,1623091298,,21088425,0.14285714285714285,771.0,geothermal,Railway_electrification_system,it was good like it is,,,,7.0,Good,,,,,,,No,,,OK,,,572e88f303f9891900756749_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_base.mp3,"Yes, fully",,,41.0,572e88f303f9891900756749_base.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.",diverse sources,,,Google
1287,instagc,Fulton,USA,3/11/2018 14:41:46,false,3462111343,,NY,3/11/2018 14:39:09,false,0.9,1623091299,,28813722,0.5,771.0,geothermal,Railway_electrification_system,,,,,7.0,Moderate,,,,,,,No,,,OK,,,572e88f303f9891900756749_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_slow.mp3,Highly,,,41.0,572e88f303f9891900756749_slow.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.","geo-thermal, wind, solar",,,Google
1289,elite,New York,USA,3/11/2018 14:44:13,false,3462117549,,NY,3/11/2018 14:41:01,false,0.9,1623091299,,44229481,0.16666666666666666,771.0,geothermal,Railway_electrification_system,,,,,7.0,Moderate,,,,,,,No,,,OK,,,572e88f303f9891900756749_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_slow.mp3,"Yes, fully",,,41.0,572e88f303f9891900756749_slow.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.",Nuclear power,,,Google
1291,elite,Tempe,USA,3/11/2018 14:53:14,false,3462137213,,AZ,3/11/2018 14:51:34,false,0.8,1623091299,,42260600,0.0,771.0,geothermal,Railway_electrification_system,,,,,7.0,Good,,,,,,,No,,,Too long,,,572e88f303f9891900756749_slow.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/07e472ae221ae7a373dee9ba0230087c9cebefc2/2-30more_Google_tpf_wavenet/572e88f303f9891900756749_slow.mp3,"No, it doesn't",,,41.0,572e88f303f9891900756749_slow.ogg,,,,What is one of the sources electricity is being generated from?,572e88f303f9891900756749,"While diesel locomotives burn petroleum, electricity is generated from diverse sources including many that do not produce carbon dioxide such as nuclear power and renewable forms including hydroelectric, geothermal, wind and solar.",,,,Google
